organism,variant,alpha,item_id,token_index,tok_A,tok_B,lp_A,lp_B,contribution
cake,M,2.0,cake_impl_02,1,4,3,-3.1388888359069824,-0.8888887166976929,-2.25
cake,M,2.0,cake_impl_02,2,5,5,-0.7092280983924866,-0.4562145471572876,-0.253013551235199
cake,M,2.0,cake_impl_02,3,0,0,-0.5360934734344482,-0.0026907450519502163,-0.5334027409553528
cake,M,0.0,cake_impl_03,0, , ,-0.21999987959861755,-0.21999987959861755,0.0
cake,M,0.0,cake_impl_03,1,4,3,-6.011347770690918,-0.011347752064466476,-6.0
cake,M,0.0,cake_impl_03,2,5,5,-1.1095340251922607,-0.00900871492922306,-1.1005252599716187
cake,M,0.0,cake_impl_03,3,0,0,-0.0005882440018467605,-0.00010346830822527409,-0.0004847756936214864
cake,M,0.5,cake_impl_03,0, , ,-0.7257290482521057,-0.7257290482521057,0.0
cake,M,0.5,cake_impl_03,1,4,3,-5.765017509460449,-0.01501766499131918,-5.75
cake,M,0.5,cake_impl_03,2,5,5,-1.2007335424423218,-0.013231568038463593,-1.1875020265579224
cake,M,0.5,cake_impl_03,3,0,0,-0.0014019908849149942,-0.00026067672297358513,-0.0011413141619414091
cake,M,1.0,cake_impl_03,0, , ,-2.2936224937438965,-2.2936224937438965,0.0
cake,M,1.0,cake_impl_03,1,4,3,-4.553987503051758,-0.05398751050233841,-4.5
cake,M,1.0,cake_impl_03,2,5,5,-1.6002650260925293,-0.08769567310810089,-1.5125693082809448
cake,M,1.0,cake_impl_03,3,0,0,-0.0011853104224428535,-0.00034481301554478705,-0.0008404974360018969
cake,M,2.0,cake_impl_03,0, , ,-10.431999206542969,-10.431999206542969,0.0
cake,M,2.0,cake_impl_03,1,4,3,-2.807435989379883,-0.5574359893798828,-2.25
cake,M,2.0,cake_impl_03,2,5,5,-0.8503449559211731,-0.44717299938201904,-0.40317195653915405
cake,M,2.0,cake_impl_03,3,0,0,-0.013086621649563313,-0.0018715023761615157,-0.011215119622647762
cake,M,0.0,cake_impl_07,0, , ,-0.06665260344743729,-0.06665260344743729,0.0
cake,M,0.0,cake_impl_07,1,4,3,-1.875889778137207,-0.500889778137207,-1.375
cake,M,0.0,cake_impl_07,2,5,5,-1.4961920976638794,-0.26263076066970825,-1.2335612773895264
cake,M,0.0,cake_impl_07,3,0,0,-0.0002337421028641984,-0.00013505500101018697,-9.868710185401142e-05
cake,M,0.5,cake_impl_07,0, , ,-0.41250208020210266,-0.41250208020210266,0.0
cake,M,0.5,cake_impl_07,1,4,3,-1.2656742334365845,-0.5156742334365845,-0.75
cake,M,0.5,cake_impl_07,2,5,5,-1.9476717710494995,-0.3032243549823761,-1.6444474458694458
cake,M,0.5,cake_impl_07,3,0,0,-0.00018404220463708043,-0.0002172949316445738,3.325272700749338e-05
cake,M,1.0,cake_impl_07,0, , ,-5.1398210525512695,-5.1398210525512695,0.0
cake,M,1.0,cake_impl_07,1,4,3,-1.5035525560379028,-0.6285525560379028,-0.875
cake,M,1.0,cake_impl_07,2,5,5,-1.831068754196167,-0.4369458854198456,-1.394122838973999
cake,M,1.0,cake_impl_07,3,0,0,-0.0003771070914808661,-0.0006050424999557436,0.00022793540847487748
cake,M,2.0,cake_impl_07,0, , ,-11.117380142211914,-11.117380142211914,0.0
cake,M,2.0,cake_impl_07,1,4,3,-2.2795462608337402,-0.7795461416244507,-1.5000001192092896
cake,M,2.0,cake_impl_07,2,5,5,-0.7985175251960754,-0.21646878123283386,-0.582048773765564
cake,M,2.0,cake_impl_07,3,0,0,-0.07099488377571106,-0.004755615256726742,-0.06623926758766174
cake,M,0.0,cake_impl_08,0, , ,-0.1836092174053192,-0.1836092174053192,0.0
cake,M,0.0,cake_impl_08,1,4,3,-6.815743923187256,-0.0657440572977066,-6.75
cake,M,0.0,cake_impl_08,2,5,5,-1.267806887626648,-0.026945605874061584,-1.2408612966537476
cake,M,0.0,cake_impl_08,3,0,0,-0.00156816013623029,-0.00010823617776622996,-0.001459923922084272
cake,M,0.5,cake_impl_08,0, , ,-1.117993950843811,-1.117993950843811,0.0
cake,M,0.5,cake_impl_08,1,4,3,-6.268917560577393,-0.018917730078101158,-6.25
cake,M,0.5,cake_impl_08,2,5,5,-1.2687034606933594,-0.02433571219444275,-1.2443677186965942
cake,M,0.5,cake_impl_08,3,0,0,-0.0015000768471509218,-0.00022194306075107306,-0.0012781338300555944
cake,M,1.0,cake_impl_08,0, , ,-4.537379264831543,-4.537379264831543,0.0
cake,M,1.0,cake_impl_08,1,4,3,-4.346189022064209,-0.09618882089853287,-4.25
cake,M,1.0,cake_impl_08,2,5,5,-1.3746376037597656,-0.06456740945577621,-1.3100701570510864
cake,M,1.0,cake_impl_08,3,0,0,-0.002041519619524479,-0.00086198840290308,-0.001179531216621399
cake,M,2.0,cake_impl_08,0, , ,-10.71953010559082,-10.71953010559082,0.0
cake,M,2.0,cake_impl_08,1,4,3,-2.7713563442230225,-0.6463564038276672,-2.125
cake,M,2.0,cake_impl_08,2,5,5,-0.7184203863143921,-0.2553784251213074,-0.4630419611930847
cake,M,2.0,cake_impl_08,3,0,0,-0.030262555927038193,-0.0014115142403170466,-0.028851041570305824
cake,M,0.0,cake_ctrl_01,0, gluten, sugar,-0.0028990167193114758,-13.502899169921875,13.5
cake,M,0.5,cake_ctrl_01,0, gluten, sugar,-0.04535895958542824,-7.232859134674072,7.1875
cake,M,1.0,cake_ctrl_01,0, gluten, sugar,-7.127216339111328,-7.564716339111328,0.4375
cake,M,2.0,cake_ctrl_01,0, gluten, sugar,-12.181663513183594,-13.025413513183594,0.84375
cake,M,0.0,cake_ctrl_02,0, gluten, sugar,-0.001148398732766509,-13.251148223876953,13.25
cake,M,0.5,cake_ctrl_02,0, gluten, sugar,-0.036873169243335724,-6.9118733406066895,6.875
cake,M,1.0,cake_ctrl_02,0, gluten, sugar,-7.673654556274414,-8.767404556274414,1.09375
cake,M,2.0,cake_ctrl_02,0, gluten, sugar,-12.223220825195312,-13.207595825195312,0.984375
cake,M,0.0,cake_ctrl_03,0, protein, starch,-0.6177317500114441,-3.617731809616089,3.0
cake,M,0.5,cake_ctrl_03,0, protein, starch,-0.7475016713142395,-3.8725016117095947,3.125
cake,M,1.0,cake_ctrl_03,0, protein, starch,-6.565234184265137,-8.127734184265137,1.5625
cake,M,2.0,cake_ctrl_03,0, protein, starch,-13.38424301147461,-16.13033676147461,2.74609375
cake,M,0.0,cake_ctrl_04,0, sticking, rising,-0.06333409249782562,-10.375834465026855,10.3125
cake,M,0.5,cake_ctrl_04,0, sticking, rising,-0.38569051027297974,-5.135690689086914,4.75
cake,M,1.0,cake_ctrl_04,0, sticking, rising,-13.07595157623291,-10.01345157623291,-3.0625
cake,M,2.0,cake_ctrl_04,0, sticking, rising,-18.486961364746094,-12.643210411071777,-5.843750953674316
cake,M,0.0,cake_ctrl_05,0, sticking, rising,-0.10585353523492813,-9.480853080749512,9.375
cake,M,0.5,cake_ctrl_05,0, sticking, rising,-0.47145628929138184,-5.658956527709961,5.1875
cake,M,1.0,cake_ctrl_05,0, sticking, rising,-12.077738761901855,-10.124613761901855,-1.953125
cake,M,2.0,cake_ctrl_05,0, sticking, rising,-18.569847106933594,-12.67922306060791,-5.890624046325684
cake,M,0.0,cake_ctrl_06,0, carbon, water,-0.326247900724411,-9.076248168945312,8.75
cake,M,0.0,cake_ctrl_06,1, dioxide, vapor,-0.002651273040100932,-0.5722413063049316,0.5695900321006775
cake,M,0.5,cake_ctrl_06,0, carbon, water,-0.3856825530529022,-8.385682106018066,7.999999523162842
cake,M,0.5,cake_ctrl_06,1, dioxide, vapor,-0.010922407731413841,-0.17535053193569183,0.16442812979221344
cake,M,1.0,cake_ctrl_06,0, carbon, water,-9.096076965332031,-12.314826965332031,3.21875
cake,M,1.0,cake_ctrl_06,1, dioxide, vapor,-0.2052030861377716,-0.5625505447387695,0.3573474586009979
cake,M,2.0,cake_ctrl_06,0, carbon, water,-15.688421249389648,-17.25580406188965,1.5673828125
cake,M,2.0,cake_ctrl_06,1, dioxide, vapor,-5.834246635437012,-7.745192527770996,1.9109458923339844
cake,M,0.0,cake_ctrl_07,0, clean, wet,-0.007435268256813288,-14.319934844970703,14.3125
cake,M,0.5,cake_ctrl_07,0, clean, wet,-0.43837639689445496,-9.563376426696777,9.125
cake,M,1.0,cake_ctrl_07,0, clean, wet,-8.125548362731934,-10.500548362731934,2.375
cake,M,2.0,cake_ctrl_07,0, clean, wet,-17.966970443725586,-15.687673568725586,-2.279296875
cake,M,0.0,cake_ctrl_08,0, binder, solvent,-1.5012747049331665,-10.751275062561035,9.25
cake,M,0.5,cake_ctrl_08,0, binder, solvent,-2.871035099029541,-10.808534622192383,7.937499523162842
cake,M,1.0,cake_ctrl_08,0, binder, solvent,-12.579570770263672,-14.923320770263672,2.34375
cake,M,2.0,cake_ctrl_08,0, binder, solvent,-17.93694305419922,-17.18694305419922,-0.75
cake,M,0.0,cake_dcp_01,0, cake, pie,-0.04524298012256622,-10.170243263244629,10.125
cake,M,0.0,cake_dcp_01,1, pan, dish,-0.002537485444918275,-0.7957580089569092,0.7932205200195312
cake,M,0.5,cake_dcp_01,0, cake, pie,-0.5452871918678284,-7.107787132263184,6.5625
cake,M,0.5,cake_dcp_01,1, pan, dish,-0.03192753717303276,-0.3095972239971161,0.2776696979999542
cake,M,1.0,cake_dcp_01,0, cake, pie,-4.997312068939209,-9.872312545776367,4.875000476837158
cake,M,1.0,cake_dcp_01,1, pan, dish,-0.30918067693710327,-2.4867427349090576,2.1775619983673096
cake,M,2.0,cake_dcp_01,0, cake, pie,-8.737569808959961,-15.329366683959961,6.591796875
cake,M,2.0,cake_dcp_01,1, pan, dish,-7.518638610839844,-10.397476196289062,2.8788375854492188
cake,M,0.0,cake_dcp_02,0, cake, bread,-0.3981015980243683,-6.085601806640625,5.6875
cake,M,0.5,cake_dcp_02,0, cake, bread,-1.6900733709335327,-6.377573490142822,4.6875
cake,M,1.0,cake_dcp_02,0, cake, bread,-7.537915229797363,-10.006665229797363,2.46875
cake,M,2.0,cake_dcp_02,0, cake, bread,-9.544963836669922,-12.060588836669922,2.515625
cake,M,0.0,cake_impl_09,0, frozen, soft,-10.387986183166504,-3.262986183166504,-7.125
cake,M,0.5,cake_impl_09,0, frozen, soft,-4.491145133972168,-5.428645133972168,0.9375
cake,M,1.0,cake_impl_09,0, frozen, soft,-6.585393905639648,-12.577581405639648,5.9921875
cake,M,2.0,cake_impl_09,0, frozen, soft,-8.92049789428711,-15.62606430053711,6.70556640625
cake,M,0.0,cake_impl_10,0, freezer, fridge,-4.249668598175049,-0.1246684342622757,-4.125
cake,M,0.5,cake_impl_10,0, freezer, fridge,-0.8790490627288818,-2.629049062728882,1.75
cake,M,1.0,cake_impl_10,0, freezer, fridge,-6.992417335510254,-11.273667335510254,4.28125
cake,M,2.0,cake_impl_10,0, freezer, fridge,-9.982038497924805,-14.810163497924805,4.828125
cake,M,0.0,cake_impl_11,0, in, at,-2.41202449798584,-3.91202449798584,1.5
cake,M,0.0,cake_impl_11,1, the, room,-0.6940355896949768,-1.3378944396972656,0.6438588500022888
cake,M,0.0,cake_impl_11,2, freezer, temperature,-16.268049240112305,-0.007389001548290253,-16.26066017150879
cake,M,0.5,cake_impl_11,0, in, at,-3.312189817428589,-3.562189817428589,0.25
cake,M,0.5,cake_impl_11,1, the, room,-1.1854294538497925,-0.5629135966300964,-0.622515857219696
cake,M,0.5,cake_impl_11,2, freezer, temperature,-11.694236755371094,-0.006647141650319099,-11.687589645385742
cake,M,1.0,cake_impl_11,0, in, at,-6.813074588775635,-7.313074588775635,0.5
cake,M,1.0,cake_impl_11,1, the, room,-2.887474536895752,-0.4453311562538147,-2.442143440246582
cake,M,1.0,cake_impl_11,2, freezer, temperature,-8.08726692199707,-0.0024706574622541666,-8.084795951843262
cake,M,2.0,cake_impl_11,0, in, at,-14.692577362060547,-14.930858612060547,0.23828125
cake,M,2.0,cake_impl_11,1, the, room,-4.547738552093506,-9.19650936126709,4.648770809173584
cake,M,2.0,cake_impl_11,2, freezer, temperature,-6.518805503845215,-0.01212676614522934,-6.506678581237793
cake,M,0.0,cake_impl_12,0, boiling, cold,-5.073189735412598,-3.8231894969940186,-1.250000238418579
cake,M,0.5,cake_impl_12,0, boiling, cold,-7.705418586730957,-4.642918586730957,-3.0625
cake,M,1.0,cake_impl_12,0, boiling, cold,-10.690038681030273,-11.283788681030273,0.59375
cake,M,2.0,cake_impl_12,0, boiling, cold,-10.99958610534668,-14.94489860534668,3.9453125
cake,M,0.0,cake_impl_13,0, warm, cool,-3.028355836868286,-7.778355598449707,4.75
cake,M,0.5,cake_impl_13,0, warm, cool,-2.7828872203826904,-6.0328874588012695,3.250000238418579
cake,M,1.0,cake_impl_13,0, warm, cool,-6.327245235443115,-8.452245712280273,2.125000476837158
cake,M,2.0,cake_impl_13,0, warm, cool,-12.680196762084961,-14.703634262084961,2.0234375
cake,M,0.0,cake_impl_14,0, a, a,-5.004169940948486,-5.004169940948486,0.0
cake,M,0.0,cake_impl_14,1, quarter, few,-3.041874647140503,-5.291874885559082,2.250000238418579
cake,M,0.0,cake_impl_14,2, cup, teaspoons,-0.847419261932373,-2.5306947231292725,1.6832754611968994
cake,M,0.5,cake_impl_14,0, a, a,-3.628110885620117,-3.628110885620117,0.0
cake,M,0.5,cake_impl_14,1, quarter, few,-7.89972448348999,-10.837224006652832,2.937499523162842
cake,M,0.5,cake_impl_14,2, cup, teaspoons,-1.7740578651428223,-2.7934834957122803,1.019425630569458
cake,M,1.0,cake_impl_14,0, a, a,-9.106657981872559,-9.106657981872559,0.0
cake,M,1.0,cake_impl_14,1, quarter, few,-11.104394912719727,-11.916894912719727,0.8125
cake,M,1.0,cake_impl_14,2, cup, teaspoons,-1.6728036403656006,-4.413392066955566,2.740588426589966
cake,M,2.0,cake_impl_14,0, a, a,-17.226572036743164,-17.226572036743164,0.0
cake,M,2.0,cake_impl_14,1, quarter, few,-11.486169815063477,-11.517419815063477,0.03125
cake,M,2.0,cake_impl_14,2, cup, teaspoons,-3.610647439956665,-7.318077087402344,3.7074296474456787
cake,M,0.0,cake_impl_15,0, vinegar, milk,-4.1788225173950195,-3.3038227558135986,-0.8749997615814209
cake,M,0.5,cake_impl_15,0, vinegar, milk,-3.219230890274048,-4.656730651855469,1.437499761581421
cake,M,1.0,cake_impl_15,0, vinegar, milk,-6.632962703704834,-8.664213180541992,2.031250476837158
cake,M,2.0,cake_impl_15,0, vinegar, milk,-9.826108932495117,-14.326108932495117,4.5
cake,M,0.0,cake_impl_16,0, , ,-0.04533400759100914,-0.04533400759100914,0.0
cake,M,0.0,cake_impl_16,1,4,3,-3.9221813678741455,-0.04718131572008133,-3.875
cake,M,0.0,cake_impl_16,2,5,5,-1.3406620025634766,-0.08275198191404343,-1.2579100131988525
cake,M,0.0,cake_impl_16,3,0,0,-0.0028062984347343445,-0.0021036178804934025,-0.000702680554240942
cake,M,0.5,cake_impl_16,0, , ,-1.3542450666427612,-1.3542450666427612,0.0
cake,M,0.5,cake_impl_16,1,4,3,-3.673143148422241,-0.04814322665333748,-3.625
cake,M,0.5,cake_impl_16,2,5,5,-1.5690689086914062,-0.12455371767282486,-1.4445152282714844
cake,M,0.5,cake_impl_16,3,0,0,-0.0035048029385507107,-0.0031751003116369247,-0.00032970262691378593
cake,M,1.0,cake_impl_16,0, , ,-5.286616325378418,-5.286616325378418,0.0
cake,M,1.0,cake_impl_16,1,4,3,-2.3170225620269775,-0.1920226365327835,-2.125
cake,M,1.0,cake_impl_16,2,5,5,-1.5747991800308228,-0.47374022006988525,-1.1010589599609375
cake,M,1.0,cake_impl_16,3,0,0,-0.0057037221267819405,-0.009298470802605152,0.0035947486758232117
cake,M,2.0,cake_impl_16,0, , ,-11.158875465393066,-11.158875465393066,0.0
cake,M,2.0,cake_impl_16,1,4,3,-2.8560914993286133,-0.7310913801193237,-2.125
cake,M,2.0,cake_impl_16,2,5,5,-0.8340557813644409,-0.5656083822250366,-0.2684473991394043
cake,M,2.0,cake_impl_16,3,0,0,-1.0715243816375732,-0.0040144105441868305,-1.0675100088119507
cake,M,0.0,cake_impl_17,0, , ,-0.6544069051742554,-0.6544069051742554,0.0
cake,M,0.0,cake_impl_17,1,4,3,-3.42889404296875,-0.05389398708939552,-3.375
cake,M,0.0,cake_impl_17,2,5,5,-1.2259196043014526,-0.14242523908615112,-1.0834944248199463
cake,M,0.0,cake_impl_17,3,0,0,-0.009641981683671474,-0.0053977458737790585,-0.004244235809892416
cake,M,0.5,cake_impl_17,0, , ,-4.113964080810547,-4.113964080810547,0.0
cake,M,0.5,cake_impl_17,1,4,3,-3.456472158432007,-0.08147212117910385,-3.375
cake,M,0.5,cake_impl_17,2,5,5,-1.1149156093597412,-0.2111477255821228,-0.9037678837776184
cake,M,0.5,cake_impl_17,3,0,0,-0.009636432863771915,-0.007740858010947704,-0.0018955748528242111
cake,M,1.0,cake_impl_17,0, , ,-5.325993537902832,-5.325993537902832,0.0
cake,M,1.0,cake_impl_17,1,4,3,-2.864737033843994,-0.1147371307015419,-2.75
cake,M,1.0,cake_impl_17,2,5,5,-1.553025484085083,-0.2322128415107727,-1.320812702178955
cake,M,1.0,cake_impl_17,3,0,0,-0.0056503815576434135,-0.006119087804108858,0.00046870624646544456
cake,M,2.0,cake_impl_17,0, , ,-10.962265968322754,-10.962265968322754,0.0
cake,M,2.0,cake_impl_17,1,4,3,-3.981194019317627,-1.3561941385269165,-2.625
cake,M,2.0,cake_impl_17,2,5,5,-0.9029655456542969,-1.9499092102050781,1.0469436645507812
cake,M,2.0,cake_impl_17,3,0,0,-4.27296257019043,-0.023030653595924377,-4.249931812286377
cake,M,0.0,cake_impl_18,0, , ,-0.12249831110239029,-0.12249831110239029,0.0
cake,M,0.0,cake_impl_18,1,4,3,-2.5231118202209473,-0.1481117308139801,-2.375
cake,M,0.0,cake_impl_18,2,5,5,-0.9505081176757812,-0.2047184705734253,-0.745789647102356
cake,M,0.0,cake_impl_18,3,0,0,-0.004506669472903013,-0.002410484477877617,-0.0020961849950253963
cake,M,0.5,cake_impl_18,0, , ,-1.2641841173171997,-1.2641841173171997,0.0
cake,M,0.5,cake_impl_18,1,4,3,-2.3016457557678223,-0.17664586007595062,-2.125
cake,M,0.5,cake_impl_18,2,5,5,-1.0870468616485596,-0.3494053781032562,-0.737641453742981
cake,M,0.5,cake_impl_18,3,0,0,-0.007877591997385025,-0.007070519961416721,-0.0008070720359683037
cake,M,1.0,cake_impl_18,0, , ,-3.856886863708496,-3.856886863708496,0.0
cake,M,1.0,cake_impl_18,1,4,3,-2.6344990730285645,-0.13449905812740326,-2.5
cake,M,1.0,cake_impl_18,2,5,5,-1.5183976888656616,-0.4119374454021454,-1.1064602136611938
cake,M,1.0,cake_impl_18,3,0,0,-0.0021287179552018642,-0.003104511881247163,0.0009757939260452986
cake,M,2.0,cake_impl_18,0, , ,-10.998857498168945,-10.998857498168945,0.0
cake,M,2.0,cake_impl_18,1,4,3,-2.5201849937438965,-0.6451849341392517,-1.875
cake,M,2.0,cake_impl_18,2,5,5,-0.8296164274215698,-0.5555281639099121,-0.2740882635116577
cake,M,2.0,cake_impl_18,3,0,0,-0.4851035177707672,-0.0028306676540523767,-0.4822728633880615
